day,gas_price_in_gwei,avg_transaction_fee_amount
2023-03-25,138.76099551727756,0.024605971190556134
2023-03-24,240.52584787145955,0.03967206675209306
2023-03-23,183.22090143005735,0.031279131323823775
2023-03-22,288.44295862187954,0.04799147974651742
2023-03-21,301.0256911201247,0.04981497521765642
2023-03-20,229.48687832110323,0.036188037193632415
2023-03-19,193.40506822104183,0.03007322262721335
2023-03-18,216.5807975398979,0.03613304661143217
2023-03-17,232.38239473727765,0.04020083767243274
2023-03-16,164.84601676111066,0.028370016878034525
2023-03-15,250.48642447076588,0.04527741160991816
2023-03-14,304.60805284206674,0.05141459253827486
2023-03-13,254.5505880976507,0.044796608701200835
2023-03-12,215.78170181855387,0.04035116522750994
2023-03-11,509.8210038565992,0.08782367991053186
2023-03-10,355.5775860261005,0.058209012210207696
2023-03-09,323.1071635142249,0.0495227515920485
2023-03-08,200.08882736088526,0.03530346113845146
2023-03-07,206.40480484365315,0.03663072539456465
2023-03-06,162.47177366279934,0.02958656559478648
2023-03-05,134.3896699780121,0.025160108061064827
2023-03-04,153.37518196478902,0.029346550443829434
2023-03-03,257.5907985597321,0.04364195057699856
2023-03-02,206.92530776423013,0.03780920072136049
2023-03-01,323.9187172916575,0.0660861147154924
2023-02-28,327.3586540626403,0.07050208512198126
2023-02-27,213.25644694825647,0.037683516812607905
2023-02-26,212.8955450387102,0.038458276657805227
2023-02-25,197.21672344966439,0.035540506685426736
2023-02-24,274.483675371694,0.04622065538199877
2023-02-23,424.6007627101799,0.06040132692684391
2023-02-22,280.42601812246846,0.04961271871308539
2023-02-21,252.6149563886074,0.04556662456278928
2023-02-20,231.02326621170246,0.04158000649039955
2023-02-19,341.8134435030537,0.061539600912031034
2023-02-18,369.6462496591173,0.0689969760860885
2023-02-17,425.3141952987829,0.07115002298523268
2023-02-16,512.7860141436531,0.08335288735502513
2023-02-15,379.3728381661573,0.06830360525379421
2023-02-14,459.90848127933725,0.08497404128374246
2023-02-13,361.43201223478695,0.0640970235251784
2023-02-12,406.78663517015224,0.07984104084175034
2023-02-11,425.1454397172566,0.08851708083625862
2023-02-10,456.13529480259365,0.07360941879732864
2023-02-09,473.5302456587553,0.07976163476716362
2023-02-08,287.22745613662124,0.049705524723817916
2023-02-07,228.8075621121815,0.04044499602685985
2023-02-06,200.96719958578436,0.03502939139437543
2023-02-05,183.1333954044971,0.03337163353916663
2023-02-04,171.77141043082807,0.030729950201817083
2023-02-03,232.36740310724946,0.04007538652366558
2023-02-02,277.54880399170656,0.04610813224769955
2023-02-01,200.3405220810066,0.03200736084630593
2023-01-31,149.46919756088985,0.02497900703288223
2023-01-30,167.54193237067125,0.025717629521540383
2023-01-29,128.54850126381336,0.02080177863994816
2023-01-28,114.71302205110528,0.018574880323856215
2023-01-27,175.77404055444038,0.026493245549644256
2023-01-26,183.35730280436673,0.028587531797708506
2023-01-25,133.76216314584238,0.022779178511462113
2023-01-24,129.24640871313056,0.021275353363301643
2023-01-23,125.67720226078835,0.020631380484873982
2023-01-22,107.86212916211178,0.01822959670763557
2023-01-21,147.67401019949818,0.021286196087112505
2023-01-20,111.53050350929124,0.018592333398435325
2023-01-19,101.71669976771221,0.017351127406278616
2023-01-18,194.54728927730352,0.030917974820477413
2023-01-17,109.47245622870899,0.017706931807016504
2023-01-16,152.69728135775165,0.023447624217209997
2023-01-15,110.07101457701135,0.0185000290386328
2023-01-14,264.0128551169208,0.04066819617170203
2023-01-13,105.75703159718272,0.017416934794050043
2023-01-12,150.20509473557877,0.025142929784780825
2023-01-11,115.3871328403263,0.01945011257720974
2023-01-10,97.97631893348895,0.01623523163056091
2023-01-09,130.17478671032237,0.020229978041031077
2023-01-08,86.35443183350603,0.014265621781780905
2023-01-07,77.75554389496736,0.013551246736729831
2023-01-06,100.66626643809076,0.01595684110408948
2023-01-05,97.00067348398987,0.01670960913553101
2023-01-04,119.08463598112067,0.01878398176807791
2023-01-03,76.66600161552536,0.013045779465758528
2023-01-02,84.74332235271392,0.014651263575329563
2023-01-01,64.89838790876553,0.012112935642404803
